Record_ID,Industry,Organization_Size,Leadership_Function,AI_Maturity_Level,Agent_Type,Use_Case_Area,Agent_Autonomy_Level,Decision_Making_Type,Context_Awareness_Score,Task_Complexity_Level,Human_Oversight_Level,Explainability_Level,Data_Privacy_Compliance,Integration_Level,Task_Success_Rate,Response_Time_Seconds,Productivity_Improvement_Percent,Leadership_Trust_Score,Adoption_Success_Level
AAI-00142,Manufacturing,Small,Finance,Developing,Decision Support Agent,Procurement Optimization,Medium,ML-based,48.9,Simple,Medium,Medium,Yes,Standalone,83.0,6.65,14.5,65.6,Medium
AAI-00143,Education,Small,IT,Early,Knowledge Management Agent,Service Desk Automation,Low,ML-based,45.2,Simple,High,Medium,Yes,Standalone,58.8,6.03,1.5,66.2,Low
AAI-00144,Financial Services,Small,Customer Experience,Developing,Risk Monitoring Agent,Customer Support,Low,Hybrid,50.3,Simple,Medium,High,Yes,Standalone,71.2,7.29,5.1,73.5,Medium
AAI-00145,Healthcare,Medium,Marketing,Advanced,Customer Experience Agent,Lead Qualification,High,Hybrid,76.9,Complex,Low,Low,Yes,API-based,57.5,11.37,11.5,30.0,Medium
AAI-00146,Technology,Small,Customer Experience,Leading,Workflow Automation Agent,Escalation Routing,High,Hybrid,81.3,Complex,Low,Low,Yes,Enterprise-wide,78.1,8.76,17.2,49.3,High
AAI-00147,Technology,Large,Operations,Advanced,Executive Assistant Agent,Operational Monitoring,Medium,Hybrid,76.4,Moderate,Medium,Medium,Yes,Enterprise-wide,83.5,7.17,25.1,72.5,High
AAI-00148,Telecommunications,Enterprise,Strategy,Leading,Knowledge Management Agent,Market Analysis,Medium,Hybrid,69.0,Complex,Medium,Medium,Yes,Enterprise-wide,94.2,10.8,20.0,79.2,High
AAI-00149,Telecommunications,Small,Human Resources,Advanced,Knowledge Management Agent,Workforce Planning,Medium,ML-based,69.0,Moderate,Low,Low,Yes,API-based,74.6,6.06,14.2,67.2,Medium
AAI-00150,Education,Medium,Marketing,Developing,Executive Assistant Agent,Market Analysis,Low,ML-based,46.2,Moderate,High,Medium,Yes,API-based,67.9,8.28,10.8,83.3,Medium
AAI-00151,Technology,Large,Strategy,Advanced,Customer Experience Agent,Scenario Planning,High,Hybrid,74.3,Complex,Low,Medium,No,Enterprise-wide,81.9,8.89,21.3,51.5,Medium
AAI-00152,Technology,Medium,Marketing,Developing,Finance Operations Agent,Campaign Optimization,Medium,Hybrid,41.1,Simple,High,Medium,No,Standalone,71.0,6.71,9.7,53.8,Low
AAI-00153,Retail,Small,Operations,Developing,Workflow Automation Agent,Operational Monitoring,Medium,Rule-based,35.5,Moderate,Medium,High,Yes,API-based,74.4,7.12,13.9,67.4,Medium
AAI-00154,Manufacturing,Enterprise,Operations,Advanced,Risk Monitoring Agent,Demand Forecasting,High,ML-based,58.7,Complex,Low,Low,No,Enterprise-wide,73.5,10.68,18.6,28.1,Medium
AAI-00155,Financial Services,Small,CEO Office,Early,Risk Monitoring Agent,Strategic Planning,Low,Hybrid,52.6,Simple,High,High,No,Standalone,58.9,6.63,4.5,56.8,Low
AAI-00156,Telecommunications,Medium,Strategy,Developing,Decision Support Agent,Competitive Intelligence,Medium,ML-based,59.7,Complex,Medium,Low,Yes,API-based,53.0,12.1,4.5,46.3,Low
AAI-00157,Energy,Medium,Finance,Developing,Knowledge Management Agent,Procurement Optimization,Medium,Hybrid,59.3,Moderate,Medium,Medium,Yes,API-based,78.7,6.08,17.6,67.2,Medium
AAI-00158,Technology,Medium,Marketing,Developing,Workflow Automation Agent,Lead Qualification,High,Rule-based,51.6,Complex,Low,Medium,No,Standalone,64.8,9.1,7.9,30.1,Low
AAI-00159,Retail,Large,Strategy,Advanced,Risk Monitoring Agent,Competitive Intelligence,High,Rule-based,68.0,Complex,Low,Medium,Yes,API-based,80.4,13.17,17.9,61.6,Medium
AAI-00160,Logistics,Medium,Strategy,Early,Finance Operations Agent,Competitive Intelligence,Medium,Hybrid,29.1,Moderate,Medium,Medium,No,API-based,60.2,8.54,11.6,46.5,Low
AAI-00161,Financial Services,Large,Human Resources,Early,Workflow Automation Agent,Talent Screening,Medium,Rule-based,39.2,Simple,Low,Medium,No,Enterprise-wide,66.9,4.06,13.1,45.9,Low
AAI-00162,Financial Services,Large,Risk & Compliance,Developing,Talent Intelligence Agent,Fraud Detection,High,Rule-based,45.6,Moderate,Low,Medium,Yes,API-based,75.4,8.0,12.2,55.7,Medium
AAI-00163,Financial Services,Small,Human Resources,Advanced,Executive Assistant Agent,Workforce Planning,Low,ML-based,59.3,Simple,Medium,Medium,Yes,API-based,87.0,2.46,14.9,73.5,Medium
AAI-00164,Healthcare,Small,CEO Office,Developing,Knowledge Management Agent,Executive Reporting,Medium,Rule-based,45.5,Moderate,Medium,Medium,Yes,Standalone,81.4,8.02,11.6,62.9,Medium
AAI-00165,Telecommunications,Enterprise,IT,Early,Workflow Automation Agent,Service Desk Automation,Low,ML-based,25.9,Simple,High,Medium,Yes,API-based,67.9,5.6,10.0,64.0,Low
AAI-00166,Technology,Small,IT,Advanced,Workflow Automation Agent,Knowledge Retrieval,Medium,Hybrid,48.9,Simple,Medium,Medium,Yes,API-based,83.7,3.65,17.4,73.1,High
AAI-00167,Energy,Medium,Finance,Developing,Workflow Automation Agent,Budgeting,Medium,ML-based,62.9,Moderate,Medium,Medium,Yes,API-based,76.7,5.8,15.4,59.4,Medium
AAI-00168,Financial Services,Medium,CEO Office,Developing,Talent Intelligence Agent,Leadership Briefing,Medium,Rule-based,42.8,Moderate,Medium,Medium,Yes,API-based,76.0,6.46,16.2,60.9,Medium
AAI-00169,Government,Large,Customer Experience,Developing,Workflow Automation Agent,Service Personalization,High,ML-based,63.0,Moderate,Medium,Low,Yes,Enterprise-wide,73.0,8.91,15.7,55.5,Medium
AAI-00170,Energy,Medium,IT,Advanced,Executive Assistant Agent,Service Desk Automation,High,Hybrid,71.1,Complex,Low,Low,Yes,Standalone,76.2,14.06,12.3,48.8,Medium
AAI-00171,Energy,Small,Finance,Developing,Executive Assistant Agent,Financial Forecasting,Low,Hybrid,47.5,Simple,High,High,Yes,Standalone,68.7,3.51,4.9,82.2,Medium
AAI-00172,Education,Medium,Strategy,Advanced,Decision Support Agent,Strategic Planning,High,ML-based,61.4,Moderate,Low,Low,Yes,API-based,77.2,9.38,17.3,54.5,Medium
AAI-00173,Telecommunications,Medium,Customer Experience,Developing,Customer Experience Agent,Feedback Analysis,Medium,Hybrid,56.2,Moderate,Medium,Medium,Yes,API-based,73.2,7.91,12.5,71.7,Medium
AAI-00174,Manufacturing,Medium,Marketing,Leading,Knowledge Management Agent,Content Personalization,High,Hybrid,78.2,Complex,Low,Low,Yes,Enterprise-wide,92.4,13.4,24.7,64.2,High
AAI-00175,Energy,Medium,Customer Experience,Developing,Knowledge Management Agent,Customer Support,Low,ML-based,43.2,Simple,High,Medium,Yes,Standalone,72.5,3.61,8.4,82.9,Medium
AAI-00176,Telecommunications,Medium,Customer Experience,Leading,Talent Intelligence Agent,Customer Support,Medium,ML-based,50.3,Simple,High,High,Yes,Enterprise-wide,91.2,4.96,26.6,74.6,High
AAI-00177,Manufacturing,Medium,Operations,Leading,Workflow Automation Agent,Operational Monitoring,High,Hybrid,80.3,Complex,Low,Medium,Yes,Enterprise-wide,83.9,10.61,20.2,62.4,High
AAI-00178,Education,Small,Operations,Developing,Decision Support Agent,Operational Monitoring,Medium,Hybrid,65.9,Moderate,Low,Medium,No,Standalone,58.4,10.89,1.8,57.7,Low
AAI-00179,Healthcare,Medium,IT,Advanced,Workflow Automation Agent,Service Desk Automation,High,Hybrid,72.6,Complex,Low,Medium,No,Enterprise-wide,74.5,9.54,17.3,39.6,Medium
AAI-00180,Logistics,Enterprise,Customer Experience,Developing,Workflow Automation Agent,Customer Support,High,ML-based,64.2,Simple,Low,Medium,Yes,API-based,88.7,6.83,18.4,64.2,Medium
AAI-00181,Financial Services,Large,Operations,Developing,Workflow Automation Agent,Process Automation,Medium,Hybrid,46.3,Simple,High,High,Yes,Enterprise-wide,87.1,3.07,20.6,86.4,High
AAI-00182,Financial Services,Medium,Operations,Developing,Knowledge Management Agent,Demand Forecasting,Medium,Hybrid,66.3,Moderate,Medium,Medium,No,Standalone,61.0,7.13,5.9,46.0,Low
AAI-00183,Education,Enterprise,Finance,Advanced,Risk Monitoring Agent,Expense Control,Medium,Hybrid,60.8,Simple,Medium,Medium,No,Enterprise-wide,85.6,3.31,17.1,54.9,Medium
AAI-00184,Education,Medium,Marketing,Advanced,Executive Assistant Agent,Content Personalization,Medium,Hybrid,70.8,Moderate,Medium,Medium,No,API-based,73.4,8.36,16.0,38.9,Low
AAI-00185,Professional Services,Medium,Finance,Leading,Finance Operations Agent,Expense Control,Low,Rule-based,49.3,Moderate,High,High,Yes,Enterprise-wide,78.2,6.32,14.7,86.7,High
AAI-00186,Government,Medium,Finance,Advanced,Knowledge Management Agent,Financial Forecasting,High,ML-based,72.7,Moderate,Low,Low,Yes,API-based,76.9,8.6,15.0,55.4,Medium
AAI-00187,Healthcare,Large,Marketing,Advanced,Executive Assistant Agent,Market Analysis,Medium,Hybrid,64.9,Moderate,Medium,Medium,Yes,API-based,79.2,6.25,13.1,68.6,Medium
AAI-00188,Education,Large,Strategy,Developing,Workflow Automation Agent,Market Analysis,High,Rule-based,50.8,Moderate,Low,Medium,Yes,API-based,79.6,6.94,11.4,60.7,Medium
AAI-00189,Government,Small,Strategy,Developing,Decision Support Agent,Strategic Planning,High,Hybrid,71.5,Complex,Medium,Medium,Yes,Standalone,66.1,13.7,12.5,54.6,Medium
AAI-00190,Telecommunications,Small,Operations,Developing,Workflow Automation Agent,Operational Monitoring,Medium,Hybrid,56.0,Moderate,Low,Low,No,Standalone,55.0,7.21,4.1,37.9,Low
AAI-00191,Education,Small,Operations,Early,Risk Monitoring Agent,Operational Monitoring,Low,ML-based,38.1,Simple,Medium,Medium,Yes,Standalone,55.6,3.78,4.0,62.5,Low
AAI-00192,Energy,Large,Customer Experience,Advanced,Customer Experience Agent,Customer Support,Medium,Hybrid,58.9,Moderate,Low,Medium,Yes,Enterprise-wide,82.0,7.18,16.3,68.5,High
AAI-00193,Technology,Large,Risk & Compliance,Early,Knowledge Management Agent,Policy Monitoring,Low,Rule-based,21.0,Simple,High,High,Yes,Standalone,62.9,8.14,5.4,72.6,Medium
AAI-00194,Retail,Enterprise,Finance,Early,Decision Support Agent,Procurement Optimization,Low,Rule-based,28.2,Simple,Medium,High,Yes,API-based,71.6,5.23,10.7,79.3,Medium
AAI-00195,Telecommunications,Medium,Customer Experience,Advanced,Knowledge Management Agent,Customer Support,Medium,Hybrid,62.0,Moderate,High,Medium,Yes,API-based,81.3,7.53,16.6,70.9,Medium
AAI-00196,Government,Small,IT,Early,Workflow Automation Agent,Knowledge Retrieval,Medium,Hybrid,36.8,Simple,Medium,Medium,Yes,API-based,73.1,4.8,10.7,59.8,Medium
AAI-00197,Healthcare,Enterprise,Finance,Leading,Workflow Automation Agent,Budgeting,High,Hybrid,74.8,Complex,Low,Low,Yes,Enterprise-wide,88.8,11.85,19.6,55.1,High
AAI-00198,Technology,Enterprise,Strategy,Early,Procurement Agent,Scenario Planning,Low,Hybrid,38.4,Simple,High,High,Yes,API-based,64.0,7.32,2.5,71.9,Medium
AAI-00199,Retail,Medium,Operations,Developing,Decision Support Agent,Demand Forecasting,High,Hybrid,65.0,Moderate,Low,Medium,Yes,Standalone,82.2,8.35,16.2,57.6,Medium
AAI-00200,Education,Enterprise,Risk & Compliance,Developing,Executive Assistant Agent,Fraud Detection,Medium,Hybrid,45.8,Moderate,High,Medium,Yes,API-based,77.6,8.02,12.4,72.4,Medium
AAI-00201,Retail,Medium,Operations,Advanced,Executive Assistant Agent,Operational Monitoring,High,Hybrid,70.7,Complex,Low,Low,Yes,Enterprise-wide,80.1,10.79,19.6,48.2,High
AAI-00202,Manufacturing,Large,Strategy,Developing,Decision Support Agent,Competitive Intelligence,Medium,Rule-based,50.2,Moderate,Medium,High,Yes,API-based,89.6,7.98,17.3,74.8,High
AAI-00203,Logistics,Enterprise,Human Resources,Developing,Knowledge Management Agent,Workforce Planning,Medium,Hybrid,56.7,Moderate,High,High,Yes,Standalone,78.0,7.21,13.7,65.9,Medium
AAI-00204,Telecommunications,Medium,Strategy,Early,Knowledge Management Agent,Competitive Intelligence,Medium,Rule-based,27.5,Moderate,Medium,Medium,No,Standalone,56.6,8.86,9.0,33.6,Low
AAI-00205,Government,Large,IT,Developing,Decision Support Agent,Knowledge Retrieval,High,ML-based,62.7,Moderate,Low,Low,Yes,API-based,83.1,7.51,18.7,49.7,Medium
AAI-00206,Logistics,Small,Marketing,Early,Decision Support Agent,Campaign Optimization,Low,Rule-based,34.2,Simple,Low,High,No,Standalone,63.4,4.61,5.8,55.5,Low
AAI-00207,Financial Services,Small,Risk & Compliance,Developing,Talent Intelligence Agent,Policy Monitoring,Low,Rule-based,37.2,Simple,High,High,No,Standalone,62.2,4.09,1.5,62.5,Low
AAI-00208,Government,Large,Marketing,Developing,Decision Support Agent,Market Analysis,Low,ML-based,51.7,Simple,Medium,Medium,Yes,API-based,70.2,5.8,10.3,62.9,Medium
AAI-00209,Healthcare,Medium,Risk & Compliance,Developing,Strategy Insights Agent,Risk Assessment,Low,ML-based,58.0,Moderate,High,Medium,Yes,Standalone,67.1,8.84,8.5,71.3,Low
AAI-00210,Manufacturing,Medium,Operations,Developing,Finance Operations Agent,Workflow Orchestration,Low,Rule-based,41.4,Simple,High,High,Yes,Enterprise-wide,81.6,3.36,16.3,89.1,High
AAI-00211,Logistics,Medium,Marketing,Advanced,Decision Support Agent,Lead Qualification,Medium,Hybrid,78.6,Moderate,Medium,Medium,Yes,Enterprise-wide,80.3,6.97,14.8,73.9,High
AAI-00212,Telecommunications,Medium,Operations,Developing,Decision Support Agent,Process Automation,High,Hybrid,68.2,Complex,Low,Medium,Yes,Standalone,72.2,14.0,12.7,54.4,Low
AAI-00213,Energy,Medium,Risk & Compliance,Early,Risk Monitoring Agent,Fraud Detection,Low,Rule-based,22.5,Simple,High,High,Yes,Standalone,60.0,6.71,4.0,75.6,Medium
AAI-00214,Government,Large,CEO Office,Developing,Workflow Automation Agent,Strategic Planning,Medium,Rule-based,26.9,Moderate,Medium,Medium,No,API-based,73.4,7.4,13.6,44.2,Low
AAI-00215,Manufacturing,Large,Finance,Leading,Decision Support Agent,Budgeting,High,ML-based,77.8,Complex,Low,Low,Yes,API-based,70.9,10.12,16.6,40.7,Medium
AAI-00216,Logistics,Medium,Strategy,Developing,Workflow Automation Agent,Competitive Intelligence,High,Rule-based,45.2,Moderate,Low,Medium,No,Standalone,66.0,9.15,12.4,50.2,Low
AAI-00217,Education,Enterprise,Customer Experience,Early,Workflow Automation Agent,Feedback Analysis,Low,Rule-based,20.0,Simple,High,High,Yes,API-based,68.7,3.54,6.5,72.9,Medium
AAI-00218,Logistics,Large,Strategy,Leading,Procurement Agent,Scenario Planning,Medium,Hybrid,76.2,Complex,Low,Medium,No,Enterprise-wide,74.5,7.92,12.3,36.7,Medium
AAI-00219,Retail,Small,CEO Office,Leading,Talent Intelligence Agent,Strategic Planning,High,Hybrid,78.5,Complex,Low,Low,Yes,Enterprise-wide,90.0,9.31,23.4,66.0,High
AAI-00220,Manufacturing,Large,Marketing,Developing,Executive Assistant Agent,Content Personalization,Low,Hybrid,54.7,Moderate,Medium,Medium,No,API-based,64.3,7.44,7.4,40.6,Low
AAI-00221,Healthcare,Large,Operations,Leading,Risk Monitoring Agent,Operational Monitoring,High,ML-based,81.2,Complex,Low,Low,No,Enterprise-wide,73.6,12.76,16.3,34.4,Medium
AAI-00222,Education,Large,Human Resources,Leading,Workflow Automation Agent,Workforce Planning,Medium,ML-based,66.8,Moderate,Medium,Medium,Yes,Enterprise-wide,85.4,3.91,22.1,75.5,High
AAI-00223,Professional Services,Medium,Marketing,Advanced,Executive Assistant Agent,Market Analysis,Low,Hybrid,61.8,Simple,High,High,Yes,API-based,76.9,3.71,9.7,78.5,Medium
AAI-00224,Healthcare,Large,Operations,Developing,Workflow Automation Agent,Process Automation,Medium,ML-based,57.8,Moderate,Medium,Medium,Yes,API-based,75.5,7.57,15.1,57.1,Medium
AAI-00225,Technology,Small,Finance,Developing,Knowledge Management Agent,Budgeting,Medium,ML-based,61.2,Moderate,Medium,Medium,Yes,API-based,89.2,6.28,15.9,74.2,High
AAI-00226,Energy,Enterprise,CEO Office,Developing,Risk Monitoring Agent,Executive Reporting,Medium,Rule-based,39.4,Moderate,Low,Medium,Yes,Enterprise-wide,90.0,6.5,18.1,79.0,High
AAI-00227,Financial Services,Medium,Operations,Early,Workflow Automation Agent,Operational Monitoring,Low,Rule-based,25.7,Simple,Medium,High,Yes,Standalone,72.7,2.67,10.2,72.4,Medium
AAI-00228,Telecommunications,Medium,Human Resources,Developing,Decision Support Agent,Talent Screening,Medium,ML-based,60.5,Moderate,Medium,Medium,Yes,Standalone,63.5,8.03,13.7,65.9,Medium
AAI-00229,Retail,Medium,Customer Experience,Advanced,Customer Experience Agent,Escalation Routing,Medium,Hybrid,55.7,Moderate,Medium,Medium,Yes,API-based,83.0,7.11,12.0,71.4,Medium
AAI-00230,Financial Services,Medium,Strategy,Advanced,Customer Experience Agent,Competitive Intelligence,Medium,ML-based,63.2,Complex,Medium,Low,Yes,Enterprise-wide,77.5,9.89,20.0,55.7,Medium
AAI-00231,Technology,Large,Human Resources,Developing,Customer Experience Agent,Talent Screening,Medium,ML-based,47.5,Moderate,Low,Low,No,Enterprise-wide,71.5,4.78,13.6,35.8,Low
AAI-00232,Energy,Large,CEO Office,Advanced,Strategy Insights Agent,Leadership Briefing,Medium,ML-based,62.5,Moderate,High,Medium,Yes,API-based,87.1,11.21,13.7,65.2,Medium
AAI-00233,Telecommunications,Large,CEO Office,Leading,Knowledge Management Agent,Leadership Briefing,High,Hybrid,81.7,Complex,Low,Low,No,Enterprise-wide,79.5,9.18,18.0,30.6,Medium
AAI-00234,Manufacturing,Large,Strategy,Leading,Knowledge Management Agent,Scenario Planning,High,ML-based,69.7,Complex,Low,Low,Yes,Enterprise-wide,82.2,8.62,18.3,56.1,High
AAI-00235,Education,Small,IT,Advanced,Workflow Automation Agent,Incident Triage,High,ML-based,60.2,Complex,Low,Low,Yes,API-based,77.3,10.33,19.4,58.8,Medium
AAI-00236,Financial Services,Large,Human Resources,Advanced,Decision Support Agent,Workforce Planning,Medium,Hybrid,56.8,Moderate,Medium,Medium,Yes,API-based,80.7,8.38,17.0,57.5,High
AAI-00237,Financial Services,Enterprise,Finance,Developing,Talent Intelligence Agent,Budgeting,Low,Hybrid,50.5,Moderate,High,Medium,Yes,API-based,61.9,5.99,5.5,60.6,Medium
AAI-00238,Healthcare,Large,Finance,Developing,Executive Assistant Agent,Procurement Optimization,Low,ML-based,52.3,Moderate,High,Medium,Yes,API-based,72.6,7.87,8.3,68.2,Low
AAI-00239,Technology,Medium,Operations,Advanced,Talent Intelligence Agent,Demand Forecasting,High,Hybrid,82.2,Complex,Low,Medium,Yes,API-based,73.8,13.42,17.4,51.8,Medium
AAI-00240,Professional Services,Medium,Strategy,Early,Customer Experience Agent,Market Analysis,Low,Hybrid,43.1,Moderate,High,High,Yes,API-based,66.1,7.22,5.1,73.8,Medium
AAI-00241,Manufacturing,Medium,Marketing,Early,Risk Monitoring Agent,Campaign Optimization,Medium,Hybrid,45.5,Simple,Medium,Medium,Yes,Standalone,59.6,6.82,8.2,52.2,Low
AAI-00242,Healthcare,Medium,Operations,Advanced,Knowledge Management Agent,Operational Monitoring,High,Hybrid,76.6,Complex,Low,Medium,Yes,Enterprise-wide,83.0,11.22,18.2,56.2,High
AAI-00243,Healthcare,Medium,Operations,Advanced,Strategy Insights Agent,Process Automation,High,ML-based,64.4,Complex,Low,Low,Yes,Enterprise-wide,81.8,10.79,21.5,58.1,Medium
AAI-00244,Financial Services,Large,Finance,Developing,Decision Support Agent,Procurement Optimization,Medium,ML-based,47.9,Simple,Medium,Low,Yes,API-based,79.1,5.81,14.4,66.9,Medium
AAI-00245,Manufacturing,Medium,Operations,Developing,Knowledge Management Agent,Process Automation,Medium,Hybrid,60.2,Moderate,Low,Medium,Yes,Standalone,68.5,8.05,9.7,61.6,Medium
AAI-00246,Logistics,Enterprise,Finance,Developing,Customer Experience Agent,Procurement Optimization,High,ML-based,68.6,Moderate,Low,Medium,Yes,Enterprise-wide,93.1,8.83,23.8,71.5,High
AAI-00247,Technology,Large,Strategy,Developing,Knowledge Management Agent,Competitive Intelligence,Medium,Hybrid,58.2,Moderate,High,Medium,Yes,API-based,66.6,7.78,5.6,68.5,Medium
AAI-00248,Manufacturing,Small,Operations,Advanced,Strategy Insights Agent,Operational Monitoring,High,Hybrid,69.9,Complex,Medium,Medium,No,Enterprise-wide,85.8,11.7,23.6,57.1,Medium
AAI-00249,Manufacturing,Enterprise,Operations,Advanced,Risk Monitoring Agent,Operational Monitoring,Medium,Rule-based,45.6,Moderate,High,High,Yes,Enterprise-wide,82.8,7.06,18.7,88.7,High
AAI-00250,Retail,Enterprise,Customer Experience,Early,Strategy Insights Agent,Escalation Routing,Medium,ML-based,50.9,Moderate,Medium,Medium,Yes,API-based,70.4,7.0,12.5,60.8,Medium
AAI-00251,Technology,Small,Operations,Early,Workflow Automation Agent,Operational Monitoring,High,Rule-based,52.0,Moderate,Low,Medium,No,Standalone,54.5,7.03,8.2,36.2,Low
AAI-00252,Healthcare,Medium,Risk & Compliance,Leading,Customer Experience Agent,Fraud Detection,Medium,Hybrid,77.3,Moderate,Medium,Medium,Yes,Enterprise-wide,84.9,6.14,18.0,70.2,High
AAI-00253,Logistics,Small,Risk & Compliance,Developing,Risk Monitoring Agent,Policy Monitoring,Low,Hybrid,36.2,Simple,High,High,Yes,Standalone,72.9,6.94,6.1,68.7,Medium
AAI-00254,Education,Medium,CEO Office,Advanced,Risk Monitoring Agent,Leadership Briefing,Medium,ML-based,56.6,Moderate,Low,Low,No,API-based,72.6,7.38,11.4,33.1,Low
AAI-00255,Retail,Medium,Human Resources,Advanced,Strategy Insights Agent,Talent Screening,Medium,ML-based,58.1,Moderate,Low,Low,Yes,API-based,93.2,8.95,17.9,66.3,Medium
